txId1,txId2
230523211,230523207
95906596,230578500
232035051,232036661
31730193,230569374
230335074,230440142
232431890,2758467
7196549,232418399
230400857,230400870
232015620,49558738
233599185,233599198
232065266,232073363
232009878,232009889
232342532,183402062
3877856,230437700
5662056,230522934
230445151,2880930
32877982,232899771
22013857,232903082
222399481,232893753
230456357,232922109
230645753,76866419
230418806,230428367
230439622,93518448
40623301,2920819
230472251,230473461
232470505,232470504
232957892,3204359
232054853,105586706
233097530,3717740
230456360,230456357
230444451,16555074
232017363,230451735
79111639,232403460
232904009,233220194
230528722,230528710
232342530,199529191
232017777,232054860
230530309,2881273
75598059,61820358
3875116,230520120
230531174,230531529
232446225,182442258
230440527,230456382
232404259,2758467
230658164,230658142
75600755,230425547
232000581,230716290
73325019,43560505
230423321,230681123
232654975,192392088
232037400,232037399
230517591,3385562
230464746,230464556
2713814,185535373
19146132,232354183
14942862,195237909
230421654,183321578
232392936,232392931
3876606,232460526
230458741,230458655
230692824,230551388
34162816,230539732
232431910,2758467
76866739,87889632
230444448,4996915
230464771,20510018
230334719,232000584
203812102,232431931
230673815,232383231
232034284,198358107
198363083,198426420
1913117,2923374
53204358,230586868
232034284,2754445
7460711,230470030
230390238,230456623
232903064,113492022
232903069,99506340
2713749,56588535
232012309,230411297
230470029,230470027
230438482,230438479
232412807,80044762
89273,5197391
106306280,230411659
76864781,230692824
37001822,86977694
230540192,230516994
54735213,219837311
234017978,230530258
3416106,74325541
232010758,4988292
230411274,195237909
232670457,232673585
230537141,230537117
230530176,232067342
230345439,29115493
14713336,230537117
230336239,232019233
230530819,230455738
232639903,231429973
232921306,76867053
230544483,87823727
230452736,45936391
232000938,232000936
232895310,94251207
230331387,231993291
230472718,27533958
230522939,166888820
230548582,230548586
3908453,2881273
232440020,232440017
230409254,76865205
234469371,232431871
76865983,3907701
75604333,2912780
234442906,13341989
230465231,5530776
219821008,232039868
230437116,230543170
232419988,230673838
230530317,230923479
230642649,231827038
232897813,232431861
232431916,231367273
232018604,37001822
232431852,2758467
75604019,232067357
230645829,230649107
3891191,3851887
202251566,102053373
232347599,232069314
232038134,232061952
230531160,2881274
230548931,230548930
226890719,230540196
232949441,232415197
10818605,230465660
232349072,20299716
214488573,230473461
230543312,87823631
230659451,230658142
84064852,232022782
1050220,230686565
86353799,232472561
232673957,232673961
3114489,107227719
232002739,232910950
230439786,232907894
230530242,2881273
64231211,70107574
36340051,232037090
232343709,230451735
230444459,232377087
230451739,230451730
13285375,230528710
230901179,230528715
36411963,232383257
230457906,230649780
232064265,230457905
75600731,75597414
75604392,231263589
230457093,230457090
232068008,232068006
1913117,233842379
232457179,232457182
230458430,230458280
232448785,232448783
15478526,3863322
35558560,230531926
35864386,88003736
156330450,202251566
75601025,230455579
230438482,232440028
231063238,2836713
3877118,232438397
230400467,234421612
230397187,12971085
230847087,230847009
231994209,231994210
89273,230872133
230659440,51140228
13289755,27434286
232643045,232349125
230454323,230454330
73119118,232031824
34381791,2881273
37233985,230424544
232067357,232473204
232068053,230445153
5529846,232374910
75605340,75604075
230540580,230540579
232039890,232039888
232441173,232440939
232023544,232023929
89273,230453424
89273,34923889
179510554,232018768
230411328,232918438
13593219,232431912
232047414,232047419
230437681,118545988
88003736,89609627
230339477,232039381
63414613,3420529
2718195,2865010
203465969,232956033
230351401,27405707
7089694,60492027
230468058,3882798
15012778,232893748
232002810,230457868
232012741,79821391
232348835,232383244
232403116,230575475
230473314,230523246
231996526,230529178
230458101,230969919
230348386,232582209
89273,230457870
230473575,7089694
3891764,230457906
166890898,166890641
232679753,231573972
230645767,230658142
93274562,230401350
232959353,230579331
232406370,232406279
231995683,230473477
206225929,11340045
230453435,230453424
232450629,232450627
232051527,231166088
232431881,232470496
230457037,232472560
74129181,232393752
230530241,2881273
89273,230670900
230438474,230438471
230409256,230409255
230576390,75600719
231994045,230645817
230468042,230468036
230427094,230468693
230459688,232803366
230350799,230594674
230595713,37017453
231995763,230473483
230596505,31188978
51261592,230658142
99506349,14648097
76866773,33527989
230439799,230439794
146601712,230437684
232947878,232947876
3234247,230454028
59397801,230555921
230530183,2881273
12829345,232951102
232064968,75597659
234094979,100197784
230399797,230399793
232072340,230405994
230457905,76864777
91411167,232029206
230546611,230546615
232457915,232457913
232901095,57801713
232431866,232403829
36991677,234469371
232068048,230455932
232039861,230468700
3408976,232047756
230547959,87823197
233599184,233599199
230392794,232363570
232423713,205393465
232036612,232380260
230599182,12456268
232034707,71724941
232654975,233344558
230665248,232468570
230444788,232377087
75607141,232004525
232065018,230677203
230453424,2717498
230391415,78404120
232908775,92571082
230575202,20664692
230847017,230946668
232068030,75600862
230590944,5157112
2544322,105601443
230531551,230531547
230969607,230968958
230518043,232406237
230531178,2881274
89273,232941800
232431870,2758467
232906716,232448383
71369016,230649126
230349595,230596503
230590626,232018284
89273,84863672
2819930,9763856
219841227,232013258
3402165,232456339
232034945,230438483
14660781,217239370
45936391,232376719
232902705,14199066
232341802,230459325
87977367,14187387
232345644,233747450
232058910,232456882
232470465,232431851
232398773,232903071
230530295,232467632
3157662,231133568
230645830,231036638
195498536,232448783
89273,231036727
89273,230446342
230473481,230473461
230417492,88669591
230426815,14939186
3881866,232458909
89273,230446331
230338249,230436750
3378829,230442067
88008479,230451713
230541551,87823728
230411271,230411268
230428743,232903605
230450893,87890684
232008929,232029206
232459969,54732579
28734348,230537117
230659457,230658142
14199065,232675741
230594088,230594094
230463877,230463874
21488894,230649112
232453418,231836233
109963501,3882798
230402449,230402450
232009949,230468697
232403825,54900163
230452750,232429322
230546608,230546611
231987305,230670907
230439297,232392089
2826263,232910950
232468004,182448481
3110874,27571908
232440111,232444502
52295096,232451370
230541867,230541863
230468668,232409481
2225506,31181479
73191409,3740213
82535029,2881273
230336259,230411328
230455597,230455594
230439411,230439414
57399959,230409257
12639273,230658142
230456321,76866425
75598046,76865960
230411642,5675047
89273,230421654
232022790,230412856
89273,230412050
232016530,232016533
232356999,230557037
232959352,230579331
232462281,232462210
232368272,231063238
230468728,51489086
232696994,232342103
2862997,230414049
232424382,230642316
230591531,232359373
230432972,232043907
232051671,232051667
232438397,92491280
230330859,29610273
230461379,3880117
232432878,2880930
192827077,3197858
232380234,99506339
114809088,232408659
232022782,232022790
89273,230447409
232019373,230555002
230530236,2881273
230345455,232354183
230575202,230570337
75604046,230468696
230471915,230471902
232038018,230417053
75604019,230530304
230578084,2758467
230659118,230658142
37231944,56812775
230399173,54735269
230453432,230453424
230541517,87823718
232903082,2476099
230436736,234466542
89273,230424162
230642389,76867055
5192284,232346082
231992573,103803779
232002739,230569372
230457202,232897712
232070456,75598046
230453432,232446232
76865409,230965604
75598448,59826952
75600741,35516310
230519614,230519610
3845819,13272601
230415013,230415011
231993125,230444451
232354200,230451735
230465663,230465660
89273,230468417
230530253,232379211
230545776,80045321
21694323,230440000
234074001,232383230
230442136,230442132
51140228,230458963
204222931,18677622
230339760,232014505
230712278,232454063
230602315,230582497
230543288,87823676
230521240,230456370
230455592,2881274
54539980,2881274
3272544,3273965
27979553,82304496
230473471,230473461
6198280,57508662
75597403,230456319
232059818,230557037
232419651,230556839
232047756,232031839
5530440,10489593
3847417,232900752
230330054,10288849
230531175,2881274
75604333,2881273
232458515,234472313
230444850,232919400
232064964,232073363
232037399,230437633
230439446,230439444
230530304,2881273
2855928,151078127
34381791,231995696
102054111,230526124
230095966,3329673
212359535,183140871
75600719,126949017
232900716,232431879
230437638,230437634
230395897,71928623
51762853,230451735
230468265,232409481
230456381,230578978
232017363,37231292
3420566,3877087
230411283,230411282
232441231,232441583
230452718,232438397
232431388,2864084
230438487,230438486
230345455,230393099
3272533,3273965
230456729,230578985
75604031,75600731
230468057,3882798
230473317,232907285
232893753,234419729
230451734,230451730
230658517,230658155
232923556,32477883
232377111,230550396
234431154,232088193
88713167,88669587
230400936,230400942
227325124,86228549
232403825,2758467
75600743,230455750
3416106,2758467
28798027,230528725
230330002,231992554
73119118,2881273
232000936,232432891
56657550,232395434
232447725,94235109
89273,15087677
232895760,232895765
34074223,5256431
230659147,230658142
230530279,2881273
89273,230469660
3407031,230527751
230531980,14550058
230518409,232897724
230468835,232949441
232925786,232548801
231995671,230473477
3403763,232351322
230539741,231993291
230399793,230403088
232013890,232013889
230425290,88669588
230333961,232006917
231188282,151359615
230448375,230456710
230530243,232067014
218177683,232918438
232034293,230444849
230457366,230457202
232435633,232472253
89273,232444499
14090056,230670903
75597796,76865211
230440939,230440948
230527759,230527756
232075484,230566403
231987657,192823764
230339493,232034950
230531177,2881274
230538139,230552370
232948747,28023242
230454338,230454693
117438054,31730193
230336050,230601403
87844669,87823722
231182296,231193137
230456717,232438397
230575916,230440342
232008924,37231945
15478526,232058910
230452292,232000577
109931286,232431877
232464796,54735205
232346069,232029206
230459154,2925436
232006917,230407620
230336067,230595454
230326387,230419193
55286920,230739251
232894457,2716219
230724244,230459905
230526896,230526903
33137867,2880930
230530331,2881273
232027325,230440152
230465376,230465367
230459100,13805516
232012307,230470031
232669764,232034952
230541989,87823731
232069834,230455597
231997277,230473482
230468693,212363977
12946183,232383230
232423733,232424382
75597659,230455521
75607038,234015916
232895765,232401501
37232677,29846258
37231294,75597876
232038046,82166991
232399276,2758467
230556037,232438397
232027351,75600727
10463251,5291450
33095498,230405633
230531159,2881274
230611059,27447795
230456327,230456324
230530202,75600728
89522723,2881274
230522506,20847373
230401717,230401720
267262,232878163
230517601,232025998
230548968,87823698
230411242,2880930
232673965,230652612
230459078,230559750
14546770,232897813
230519593,230519589
232022790,230575895
7089453,230523196
234441421,233307261
232000575,232022460
63113839,200165930
230429601,9873432
19559657,63073396
4049602,226889376
7089467,7089453
76865969,232951102
232431888,2758467
232073375,75604019
3775711,3757070
230642332,230522938
232343693,232661983
209761201,87823720
232026318,27279853
89273,230466907
89273,27527984
232422626,232423385
230406816,75598316
1913117,231590190
230455519,230530826
230354384,230473578
231996116,230473483
3159546,91058483
230518318,230522135
232419638,99506345
34795430,230677203
232465856,230521269
232005229,230578968
27456320,230658142
230592565,3084050
234442465,234442466
230411264,199519672
230439288,32477879
232073368,230530293
230530282,75601025
234452271,74478273
75604013,75600715
131659143,230473482
15012684,232470495
230658282,230658142
230594153,232975279
230442140,232919400
97752002,230455950
230456385,230456384
232350655,232046855
230530229,75600717
14196754,232431912
75605330,230530200
63437052,232447736
232949441,182449541
230459331,230459327
230419201,82945549
2928492,230621641
230442139,232921766
232654499,75605397
231993121,232339043
230418055,230417572
230418124,90935592
55987701,63231373
28257801,230468835
230431949,230569376
232948277,56657550
230659461,230658142
230347375,43560505
231994202,34300945
232894488,232894494
230330942,230330948
3912534,230527759
232010159,183837394
22772202,6085837
5343618,3890589
232921375,230548642
232631381,34795430
230348399,2881273
5530440,230454323
230448391,3916897
209416370,36148473
14180211,232914298
230440953,230441651
230518396,3859898
232958835,230566430
28023222,230439622
1913117,2717498
230334382,232014177
75598645,230642389
231035659,232903496
8427180,232036675
232026322,230411721
230430136,232023157
230464776,230464771
99497598,230648169
230461031,230461033
232010785,230550393
230594082,189319494
232813397,230537138
230456719,232438397
89273,230524982
19146132,230442067
232895871,232465856
232006979,24673782
230569375,230513474
232431929,2758467
230436765,2881274
230653306,230653312
3878647,3846528
230643780,2718078
230545768,218531042
232346257,232029206
230460314,230460307
232431849,234470362
75598052,230530382
230659136,230658273
230553126,8554810
231426504,230530229
75604437,75605130
230531606,230549947
230652612,230652608
232457186,50033867
232023529,232438397
232448385,232472201
86711289,91293757
232349150,232673468
230470026,230470020
230330948,230330954
19835247,232418290
230459310,230456623
230594536,230595008
231818725,233244155
33379088,43009462
110040474,21063785
230530282,2881273
232018519,232029206
230530291,230530202
232051527,37231293
232354179,231995698
203811355,232072340
230599592,232054853
230540205,230540196
89273,230470039
10974347,230330114
230455942,76864763
213008391,226889375
230459270,230528717
230325139,230872133
230428023,230459346
230540579,39617086
230578937,2758467
3403094,230935082
230530233,232064951
232958835,4988274
230530339,2881273
232346080,28172257
230326373,230442067
204257865,232007290
19879866,75604928
232035283,232035280
230595710,232348091
231993125,230400084
230588414,230473600
232472561,2834866
230649655,230649652
232420747,230816223
36787463,230473483
232673468,8427177
230594082,1034263
75604624,230530320
230451737,230451730
3329673,76865977
232926179,233508045
230424188,230424193
232897359,91794795
232644856,230391412
7529721,230473481
232392560,4587005
230520418,54734928
92491279,232401511
195281158,226905247
232016542,3248381
232007332,230440340
3925879,3881050
230518409,228711624
231998131,230770487
230645351,232448785
230339481,232034946
89273,230531648
89273,32879801
230402893,232438397
232409485,2758467
75601053,2881274
230389794,230389787
232010781,230414065
7757447,230901075
230458588,195237909
232010792,230650187
233307261,234472020
88669585,230413259
230527319,3913226
230412485,3849610
230965604,37234030
230531156,2881274
230468707,232923173
233599190,234012376
231994292,231994298
232009901,230665248
22873295,230336262
10748536,230526482
230468697,230468693
54732017,230528723
99506348,232419632
230469660,196555403
230391411,230456623
52295096,230557271
230468676,196555403
232909664,232909676
232073369,31648608
230411715,230439994
230526123,102054111
218536552,218539283
232366284,230557024
230437638,232908760
230595080,14199065
231996121,230473483
89273,230470037
232398741,230694868
231994074,144657595
231994059,231994064
145388391,231994093
232437943,234466542
232631652,19128841
232007412,230917943
232009711,232469446
232444878,3318945
230406766,2881274
230412047,232438397
232039878,21694323
31730203,230402073
230417077,230417075
232012307,232012304
232006630,230411283
230346985,230595713
232895771,53204033
150398561,3882798
230330123,230331370
230325972,3882798
54309399,232010764
232429046,230521269
230470031,219839769
232067008,2880930
232035697,61099331
89273,30346190
231995755,230473483
232431886,2758467
230406766,230577403
232349145,232039877
230472258,230472262
232346498,3091279
230545782,2905057
4070614,230550393
230530821,2881274
232430492,232430495
10734050,232349072
36674352,27553557
230456718,230456714
75598324,76865990
230530220,230530176
232346251,230714895
3304395,230602981
635415,232447742
230569376,2815738
230645343,230645348
231442513,231994656
230516994,230516991
232042969,3880653
232038137,232038134
232347748,13150790
230966747,234458119
230530257,2881273
232069831,230444403
22584216,232361286
183320167,196627537
232416085,31434609
230531168,232386556
232010919,198356667
107227716,232818761
13366684,232659744
231993291,230444452
232360625,230639670
230433276,232047924
230537137,230537117
208537161,232438397
135322039,232470465
3881912,232460292
230438870,3876550
230595008,232688319
232413175,230556835
232014177,230423014
232897712,232949043
230658177,232028861
230424236,230424238
5163156,232353514
232893904,28260618
232470755,232470758
230526901,230526896
230659117,230658142
3740213,2881273
37234017,232470461
230576391,230427486
5197365,99497598
232440557,233955273
123661757,79871665
87889642,87889651
230405042,72705513
212704382,205400911
230414073,232060233
233599199,233344558
13150773,232419638
81273867,230517859
232351322,232038325
232903073,232457884
232359367,232359368
232395869,232395867
232660461,232009330
230417569,232438397
75598445,2881274
230402452,230402456
232429018,231754442
230336058,219844395
232364856,232345695
230438493,230537117
90001524,232013872
230344662,43560505
230530209,2881273
232011845,232900450
231994045,232034651
230599592,43067540
232673595,232673599
89273,230552326
87823667,230548690
71384277,232378919
3402672,3768400
230439297,14026137
89273,231034733
231180580,231180581
231177403,2758467
232040050,230557037
218531044,226889376
89273,232054853
230587503,232670405
230405597,232895310
89273,231026136
230472385,230472386
230530232,75604024
28359967,3159656
13778597,62278114
76866764,87823625
231993295,230444454
230459905,230571469
230551388,2880930
96876090,232403460
230659136,230658142
20583965,230459261
35595859,230431165
231178835,232430450
230647313,232443618
230624668,230518025
230456618,230531645
232006642,232910950
232034950,230464782
230473474,232655296
232377114,230550396
231996118,230473483
3236253,230658142
89273,32120805
230333930,232015639
232649477,9225546
230588228,6198280
232354183,67623171
32209492,232018280
7398153,14307861
231241751,230523204
232344763,45973020
230593839,27405707
232921766,230543262
48055211,230548642
1913117,232457891
230653308,230636180
219280737,230418055
230649815,51489086
232349074,37232678
230402893,5184380
230724244,3276131
232005857,232013868
231995676,230473477
230602633,230659456
230438474,232444501
231997273,230473482
3904474,3317903
61429103,230451730
195221360,205336059
33313713,232431855
232346073,232029206
232420342,230624668
57134043,232431860
75604073,231754090
9359039,44322525
232383231,232383229
230470025,230470020
230390238,230390236
40612971,3381877
232658992,33891852
230527771,230527765
230596311,232689970
230659124,230658142
232432872,2880930
80044119,87823192
117305967,232341448
5530811,67741979
231993598,231993739
230513474,230513473
230336166,3881066
232956023,234442934
230923479,230445138
233599194,232018270
43067540,5529846
232956030,230683551
232919592,230531166
89273,2718195
231994133,10816484
3878899,3875041
230458967,230458963
230437623,230569483
232353289,232914298
232431905,293346
4996156,230659440
75604016,230530216
230437634,232439984
12629826,43219810
230331217,232339043
91293757,91798399
230330028,230457870
232007310,232007305
31912944,212689472
3399422,3766714
230430113,80930493
166889342,39617081
19146132,230594674
230470035,230470027
232432879,2880930
36419682,230529042
75607471,230530309
230623077,89557894
92571082,92571081
76866425,233101915
230422929,230468025
232950807,234455847
230451740,28257801
230456332,76866558
230336686,2813778
230518022,230518019
232691001,232348844
51489086,230575900
232472206,232472208
232673590,232673595
230411642,232029206
232350958,232351007
76866369,230541867
1913117,232461949
40113874,232898036
89273,2706899
87823658,230548694
230640569,232405757
232038814,54867323
75597407,75598645
230402456,230645343
232000573,232903605
232418399,2758467
75597531,230456328
230724244,230570637
232448425,230525729
232075195,230566099
10506205,230458594
230472247,230472253
232351007,34984461
76866754,230545739
232075512,230458084
2893846,230683551
232654499,230650426
230418066,232902867
232003681,231995698
186407021,232342227
232446580,230577364
232014220,232029206
232632920,232655657
230531613,230531606
3878718,232438397
232004181,75600755
230658525,230658142
87460662,87889643
234075333,230537123
230590476,232698839
230537139,230537117
27832155,232415192
230539713,230539305
230439284,118545988
171144288,99464541
230456065,230455968
230437331,60218520
230436739,232437491
230594171,27405707
230531183,230548694
232673957,233599196
230427132,88669589
230516447,230521273
230326754,230569377
230468696,232409500
230437617,230437615
230457910,230457908
232430495,2864084
230522180,230522178
230527184,11256536
232413172,19609789
232065266,230530819
230411682,80024606
10502209,43560505
232698816,230530206
17392693,230658142
232634732,232364124
232004810,75600739
232427169,31890114
196542151,3321
230530826,2881274
230414055,212687404
230456729,232910227
232673952,233599181
230473989,2881274
87823623,21696830
230433276,230433274
3907722,230531544
232004428,75600751
230530225,2881273
2030853,223097308
89273,230456625
232073792,230576820
230659442,230658142
2380190,232064953
95764515,234029888
230406513,232918438
229695175,230473477
144657595,231994080
34381791,232029206
233750195,233752979
38857806,232890435
230444846,232034293
230456710,2880930
230336178,232009324
48611882,6354986
75605332,75604061
231176232,231177078
3878618,3878633
230969607,234457549
226889376,195237909
39617080,232038134
230459333,230459339
230336067,43560505
230473598,59397801
28177106,232036612
232644374,232922779
230456346,16843895
86228549,230458652
230457454,230457444
230531164,2881274
141327911,230473483
49558738,232019755
231180588,232951115
232440023,230680289
230452281,2881274
2790833,230575944
230473314,230579322
232440028,232440024
87823728,206224869
75598440,232922115
230438476,232906649
9238569,232448418
230438476,232440104
24615598,232926179
232668763,232951102
232781199,230555921
232037400,230438468
230541519,230549853
230530336,2881273
233997270,51571237
230529053,230529048
230411677,33565986
3202030,230399800
232031824,53678687
230541863,230544921
230456370,230456367
232632907,231993121
232687457,232340238
88164292,32182566
232034949,230464782
232464260,54732833
230442140,230442139
90432780,27867469
89273,230969390
230473482,230473461
230425284,232438397
232018624,232029206
232349150,76172036
232910950,232813397
2792060,232423723
232002810,232002739
230547983,87823724
230547944,230549076
5043402,198640224
230585122,96329459
232018768,230427125
232439984,20510018
230579557,15012776
14242505,230576391
230537134,230670897
38793679,230653299
230595336,232037044
87910417,86853327
232343383,232011826
232662122,80024606
232918438,230569402
232012571,14558439
232378469,232378470
230335074,230596326
4947966,4947969
232016992,83383965
3907752,76865993
232010919,232028203
232903073,217078622
230413261,232468570
29915449,101907380
232667755,147419328
230456068,230530381
230557037,230459329
232890442,230537124
139003477,230587487
230530342,2881273
232409485,113177729
3391129,230442067
230658154,232349713
232342227,232017777
37232608,230330975
45874911,230473483
232006979,232448372
230464945,230464795
230473470,230473461
3878899,232464074
230537126,232424841
230440537,230704712
230602960,232346081
230349591,230602355
232013266,230453431
230530352,2881273
20761204,2881273
230440342,13812982
232956438,232431889
8185148,230937012
230530342,3907730
230401754,230401758
27977179,230429446
232344777,48611882
230541529,87823757
230405605,232945017
232472197,232472206
3722621,232468004
230452774,3232943
230336113,233999928
230568419,230425284
232010159,230417077
230658522,232075512
230585983,230594518
230414064,230537142
232429033,230522180
230461032,232440027
3400134,230658142
230549463,230549469
230530306,232065266
76867063,232431849
36412430,232383544
230586286,86363021
230340264,43560505
230598857,172156904
230659441,230658142
31207265,75600741
89273,104874501
230438854,232438397
232804363,113691617
230406006,230418068
63625465,232400440
230439999,13336892
232037102,232037100
3880217,232425029
2771615,230526124
230518346,230518343
230436750,80045921
198355165,198363083
232919605,230531170
230946548,5043402
230472380,230472381
230349039,2881273
230349999,75600732
76865971,230541995
87823689,230547566
232346245,76172036
230330122,230337461
75600869,3907778
232437270,232437171
28181913,76866425
67623171,245992
230543012,230543008
232473516,232473520
3907842,230543288
230403082,94251207
14304807,230458578
230325510,3385845
37530250,2881273
230519262,4737939
230449117,230912895
230450253,230471919
40612971,232441214
232634240,58140282
232023157,82591243
230541057,230540700
230531542,230531540
71373899,231179652
232015613,230439990
230592225,232714812
56812775,230541058
232441178,202250908
232018616,230427133
230465363,232651625
232654981,234003617
230412047,230412044
232670405,230652597
232010758,5530805
230327318,230524949
219821009,230457090
89273,230468711
3087999,6247665
19146132,213736062
1494460,1494462
75605336,230530236
232007342,232438397
230325510,3823263
33176841,230402464
232014517,230453435
230458594,2925436
5030016,232037104
230459100,230459087
232040746,230440943
3924703,230541999
75601024,75598052
230588414,205866484
232403821,232403820
230417572,234424738
233627096,232349148
230437615,232875618
89273,230963202
232018624,55349030
230724244,230459870
232948738,184990966
3907817,232073372
230431949,232903605
230334788,231573972
157004979,10560474
75601046,230445140
230455963,2881274
3761361,232029206
232037555,232029206
31177489,37232603
232358819,230521240
232007290,232431919
232949013,113900112
232431858,2758467
230658518,230658142
232673937,232673945
73119118,232035060
230658145,232075513
230530338,2881273
232679778,232345690
3891191,231181888
24155910,230683551
89273,230465736
234000006,230697509
230451708,230451698
3383978,12456268
232897807,2785734
232658992,232019373
230822350,232468583
82948867,234435175
230457029,230457026
232448771,232448765
35783687,232404313
89273,105855467
230569284,232470706
230473306,56588535
75604063,75600754
3403739,3404363
230434564,230649815
75600747,32673213
230423848,232438397
232342206,232013878
30055404,234468961
53204171,2886947
232900450,61797754
52414174,232031838
230339671,232653192
232009723,232009733
232431900,230618796
3276131,230575202
230439450,28023222
230459109,230658142
76866558,230546655
232023201,232023205
230336120,230456729
230651834,232919404
230578985,56588535
232431881,2758467
230463879,230463874
3857826,3880822
232022491,232022494
230465363,230465357
232712397,75605340
33453302,232448418
230351423,43560505
230444455,232377087
232004050,54309399
232073375,232073363
232440098,230681578
232022496,230550393
232403770,232948719
118994202,74324582
205356955,16294174
75604040,230530311
232472220,230680288
230618796,89609627
208535061,87889622
3875073,3863635
27519165,2893829
230471951,232959351
189319494,36340051
10144677,232910950
230602343,75605332
230334753,230595376
230325162,230602580
29590782,230453430
232675061,230663643
231178807,230679233
230519614,230539729
230409259,232907282
32103978,2881273
89273,230468734
230415750,230415749
4988292,10973681
2858652,4932775
28734348,232380253
89273,73119987
230416133,202183116
10392512,73299035
230400464,230399797
230471881,230471916
232404378,86113414
231995696,230438520
35047370,230458104
75607264,75604973
7991441,231176668
232922779,230639670
76866762,230541869
230444849,230444448
3272536,230459870
232895769,232895771
230339770,230470033
32477875,230594664
230577422,230641053
33483933,232100126
230345948,230539711
230528694,2865010
183781611,232686665
6085837,232004050
232418718,232420741
75601037,72334818
3399363,3424818
230641060,232441211
4947985,4947987
89273,230468265
230570630,232398741
230969249,230965656
89273,9238569
219841230,205226205
2715111,233583133
230592577,195237910
230332604,230468057
232012115,232377109
91377669,232467632
230658522,230658142
230530310,2881273
230472241,232438397
212346815,232393313
230658527,230658142
1913117,232916687
232039084,232902113
232298067,233599182
230402450,230402452
89273,230555001
230585461,17790701
230439026,37233994
230336858,27405707
231193364,230531177
232067014,75600756
232015624,232015620
230518297,232427764
89273,230529016
62278114,60346552
86875675,230442067
230350804,232392560
232709588,232363570
88984658,232471909
230452481,32477878
232019376,232019384
232037399,230438468
231180498,54732027
230602580,232661357
230525370,86876044
230468700,230468693
230659123,230658142
32477874,62278112
232047417,232014513
89273,232399133
230546655,63437052
232040299,232662867
232019233,44140885
230545249,80044118
99464541,230522135
3420521,43560505
232673599,230652603
230352213,230530207
230544157,80045343
230588413,2834813
230547581,87823128
75607261,232698816
232361286,49960790
232897353,40821280
230530817,2881274
36329945,230580829
116797950,230528710
232009156,230425996
89273,230439444
172156904,44582490
230444845,230444448
76866740,230531542
232359371,230457868
75997543,75997544
232384039,230670899
231994213,34300945
3875073,231179610
230422126,232398771
232431920,230531153
75604071,232067008
76866758,87823658
230333956,230423012
75604920,230473989
230521266,230521273
8554810,230406523
14090056,230468693
53204177,53204171
232406396,232952623
3405622,231017514
89273,230439297
